,userId,rating,title
99,1,2.5,Back to the Future Part III (1990)
100,12,2.0,Back to the Future Part III (1990)
101,13,3.5,Back to the Future Part III (1990)
102,31,2.0,Back to the Future Part III (1990)
103,43,3.5,Back to the Future Part III (1990)
104,57,4.5,Back to the Future Part III (1990)
105,61,4.0,Back to the Future Part III (1990)
106,72,4.0,Back to the Future Part III (1990)
107,1,2.5,Fanny and Alexander (Fanny och Alexander) (1982)
108,1,3.5,"NeverEnding Story, The (1984)"
109,26,3.5,"NeverEnding Story, The (1984)"
110,60,2.0,"NeverEnding Story, The (1984)"
111,67,5.0,"NeverEnding Story, The (1984)"
112,72,4.0,"NeverEnding Story, The (1984)"
113,1,4.5,"Nights of Cabiria (Notti di Cabiria, Le) (1957)"
114,1,4.0,Tango (1998)
115,1,5.0,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
116,1,5.0,Run Lola Run (Lola rennt) (1998)
117,12,5.0,Run Lola Run (Lola rennt) (1998)
118,23,4.0,Run Lola Run (Lola rennt) (1998)
119,43,3.5,Run Lola Run (Lola rennt) (1998)
120,50,4.5,Run Lola Run (Lola rennt) (1998)
121,57,4.0,Run Lola Run (Lola rennt) (1998)
122,59,3.5,Run Lola Run (Lola rennt) (1998)
123,1,4.5,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
124,55,3.5,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
125,1,4.0,"Good Morning, Vietnam (1987)"
126,12,4.0,"Good Morning, Vietnam (1987)"
127,43,3.5,"Good Morning, Vietnam (1987)"
128,46,3.5,"Good Morning, Vietnam (1987)"
129,59,4.0,"Good Morning, Vietnam (1987)"
130,70,3.5,"Good Morning, Vietnam (1987)"
131,72,5.0,"Good Morning, Vietnam (1987)"
132,1,5.0,"Idiots, The (Idioterne) (1998)"
133,1,5.0,Requiem for a Dream (2000)
134,19,4.0,Requiem for a Dream (2000)
135,33,4.0,Requiem for a Dream (2000)
136,38,4.0,Requiem for a Dream (2000)
137,50,5.0,Requiem for a Dream (2000)
138,57,4.5,Requiem for a Dream (2000)
139,62,4.5,Requiem for a Dream (2000)
140,68,4.0,Requiem for a Dream (2000)
141,1,5.0,In the Mood For Love (Fa yeung nin wa) (2000)
142,19,4.5,In the Mood For Love (Fa yeung nin wa) (2000)
143,1,3.0,Moulin Rouge (2001)
144,3,3.0,Moulin Rouge (2001)
145,4,3.5,Moulin Rouge (2001)
146,12,3.5,Moulin Rouge (2001)
147,19,2.5,Moulin Rouge (2001)
148,43,3.5,Moulin Rouge (2001)
149,1,5.0,"Night, The (Notte, La) (1960)"
150,1,3.0,Cries and Whispers (Viskningar och rop) (1972)
151,1,4.0,Chocolat (1988)
152,12,4.0,Chocolat (1988)
153,1,4.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
154,12,5.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
155,14,5.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
156,19,3.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
157,31,1.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
158,37,3.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
159,38,4.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
160,39,4.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
161,43,3.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
162,53,5.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
163,55,3.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
164,57,5.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
165,59,3.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
166,62,3.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
167,68,3.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
168,69,5.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
169,70,5.0,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
170,1,4.0,Wild Strawberries (Smultronstället) (1957)
171,1,0.5,"Piano Teacher, The (La pianiste) (2001)"
172,1,2.0,Naqoyqatsi (2002)
173,1,5.0,Teddy Bear (Mis) (1981)
174,1,4.0,Talk to Her (Hable con Ella) (2002)
175,38,4.0,Talk to Her (Hable con Ella) (2002)
176,1,3.0,Hit the Bank (Vabank) (1981)
177,1,4.0,"Lord of the Rings: The Two Towers, The (2002)"
178,2,5.0,"Lord of the Rings: The Two Towers, The (2002)"
179,3,4.0,"Lord of the Rings: The Two Towers, The (2002)"
180,4,4.5,"Lord of the Rings: The Two Towers, The (2002)"
181,13,4.5,"Lord of the Rings: The Two Towers, The (2002)"
182,16,4.0,"Lord of the Rings: The Two Towers, The (2002)"
183,18,4.0,"Lord of the Rings: The Two Towers, The (2002)"
184,19,5.0,"Lord of the Rings: The Two Towers, The (2002)"
185,20,5.0,"Lord of the Rings: The Two Towers, The (2002)"
186,21,5.0,"Lord of the Rings: The Two Towers, The (2002)"
187,38,4.0,"Lord of the Rings: The Two Towers, The (2002)"
188,40,4.5,"Lord of the Rings: The Two Towers, The (2002)"
189,43,4.0,"Lord of the Rings: The Two Towers, The (2002)"
190,44,5.0,"Lord of the Rings: The Two Towers, The (2002)"
191,56,4.0,"Lord of the Rings: The Two Towers, The (2002)"
192,57,2.5,"Lord of the Rings: The Two Towers, The (2002)"
193,59,4.5,"Lord of the Rings: The Two Towers, The (2002)"
194,62,4.5,"Lord of the Rings: The Two Towers, The (2002)"
195,64,5.0,"Lord of the Rings: The Two Towers, The (2002)"
196,68,3.5,"Lord of the Rings: The Two Towers, The (2002)"
197,69,5.0,"Lord of the Rings: The Two Towers, The (2002)"
198,70,4.5,"Lord of the Rings: The Two Towers, The (2002)"
199,1,5.0,City of God (Cidade de Deus) (2002)
200,3,4.0,City of God (Cidade de Deus) (2002)
201,12,4.0,City of God (Cidade de Deus) (2002)
202,14,4.0,City of God (Cidade de Deus) (2002)
203,16,5.0,City of God (Cidade de Deus) (2002)
204,19,2.5,City of God (Cidade de Deus) (2002)
205,33,4.0,City of God (Cidade de Deus) (2002)
206,37,4.5,City of God (Cidade de Deus) (2002)
207,38,4.5,City of God (Cidade de Deus) (2002)
208,39,5.0,City of God (Cidade de Deus) (2002)
209,40,5.0,City of God (Cidade de Deus) (2002)
210,55,5.0,City of God (Cidade de Deus) (2002)
211,57,4.5,City of God (Cidade de Deus) (2002)
212,62,4.5,City of God (Cidade de Deus) (2002)
213,69,5.0,City of God (Cidade de Deus) (2002)
214,1,4.5,"Spanish Apartment, The (L'auberge espagnole) (2002)"
215,1,4.0,Finding Nemo (2003)
216,3,4.0,Finding Nemo (2003)
217,4,3.0,Finding Nemo (2003)
218,12,4.0,Finding Nemo (2003)
219,13,4.0,Finding Nemo (2003)
220,17,2.5,Finding Nemo (2003)
221,18,4.0,Finding Nemo (2003)
222,19,2.5,Finding Nemo (2003)
223,31,3.0,Finding Nemo (2003)
224,38,4.0,Finding Nemo (2003)
225,43,4.0,Finding Nemo (2003)
226,57,4.5,Finding Nemo (2003)
227,59,3.5,Finding Nemo (2003)
228,64,4.0,Finding Nemo (2003)
229,69,3.5,Finding Nemo (2003)
230,70,3.5,Finding Nemo (2003)
231,1,3.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
232,2,5.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
233,3,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
234,4,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
235,12,3.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
236,13,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
237,18,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
238,19,2.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
239,20,4.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
240,21,5.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
241,31,1.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
242,37,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
243,38,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
244,43,4.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
245,50,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
246,56,3.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
247,57,3.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
248,59,3.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
249,62,4.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
250,64,3.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
251,66,4.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
252,70,2.5,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
253,1,5.0,Lost in Translation (2003)
254,3,4.0,Lost in Translation (2003)
255,12,4.5,Lost in Translation (2003)
256,19,4.5,Lost in Translation (2003)
257,21,5.0,Lost in Translation (2003)
258,30,0.5,Lost in Translation (2003)
259,31,2.5,Lost in Translation (2003)
260,37,4.0,Lost in Translation (2003)
261,38,4.0,Lost in Translation (2003)
262,43,3.0,Lost in Translation (2003)
263,50,4.0,Lost in Translation (2003)
264,53,4.0,Lost in Translation (2003)
265,57,5.0,Lost in Translation (2003)
266,62,4.0,Lost in Translation (2003)
267,69,4.5,Lost in Translation (2003)
268,70,5.0,Lost in Translation (2003)
269,1,3.5,"Barbarian Invasions, The (Les invasions barbares) (2003)"
270,31,3.5,"Barbarian Invasions, The (Les invasions barbares) (2003)"
271,1,4.0,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)"
272,1,4.5,"Strada, La (1954)"
273,1,2.0,"Passion of the Christ, The (2004)"
274,19,2.0,"Passion of the Christ, The (2004)"
275,38,3.0,"Passion of the Christ, The (2004)"
276,1,3.5,"Good bye, Lenin! (2003)"
277,55,4.5,"Good bye, Lenin! (2003)"
278,62,4.5,"Good bye, Lenin! (2003)"
279,68,4.5,"Good bye, Lenin! (2003)"
280,1,3.5,Persona (1966)
281,1,5.0,Eternal Sunshine of the Spotless Mind (2004)
282,3,4.5,Eternal Sunshine of the Spotless Mind (2004)
283,13,3.5,Eternal Sunshine of the Spotless Mind (2004)
284,21,4.5,Eternal Sunshine of the Spotless Mind (2004)
285,31,3.0,Eternal Sunshine of the Spotless Mind (2004)
286,35,4.0,Eternal Sunshine of the Spotless Mind (2004)
287,37,5.0,Eternal Sunshine of the Spotless Mind (2004)
288,38,4.0,Eternal Sunshine of the Spotless Mind (2004)
289,40,4.0,Eternal Sunshine of the Spotless Mind (2004)
290,43,4.5,Eternal Sunshine of the Spotless Mind (2004)
291,50,4.0,Eternal Sunshine of the Spotless Mind (2004)
292,55,4.0,Eternal Sunshine of the Spotless Mind (2004)
293,57,4.5,Eternal Sunshine of the Spotless Mind (2004)
294,62,4.0,Eternal Sunshine of the Spotless Mind (2004)
295,68,3.5,Eternal Sunshine of the Spotless Mind (2004)
296,70,3.5,Eternal Sunshine of the Spotless Mind (2004)
297,1,4.0,Noi the Albino (Nói albinói) (2003)
298,1,2.5,"Virgin Spring, The (Jungfrukällan) (1960)"
299,1,3.0,"Silence, The (Tystnaden) (1963)"
300,1,2.5,Winter Light (Nattvardsgästerna) (1963)
301,1,2.5,Through a Glass Darkly (Såsom i en spegel) (1961)
302,1,4.5,The Magician (1958)
303,1,3.5,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
304,55,3.5,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
305,1,5.0,"Dolce Vita, La (1960)"
306,1,5.0,Dolls (2002)
307,19,5.0,Dolls (2002)
308,1,4.0,Shrek 2 (2004)
309,2,4.0,Shrek 2 (2004)
310,3,3.5,Shrek 2 (2004)
311,12,3.5,Shrek 2 (2004)
312,13,3.5,Shrek 2 (2004)
313,19,2.5,Shrek 2 (2004)
314,31,1.5,Shrek 2 (2004)
315,43,4.0,Shrek 2 (2004)
316,57,4.0,Shrek 2 (2004)
317,70,3.0,Shrek 2 (2004)
318,1,3.5,Hour of the Wolf (Vargtimmen) (1968)
319,1,1.0,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)"
320,1,3.5,Swann in Love (Un amour de Swann) (1984)
321,1,4.0,Port of Shadows (Quai des brumes) (1938)
322,1,3.0,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
323,12,3.5,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
324,50,4.0,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
325,52,3.5,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
326,1,4.0,Bad Education (La mala educación) (2004)
327,31,2.5,Bad Education (La mala educación) (2004)
328,1,3.0,Taxi 2 (2000)
329,1,4.5,2046 (2004)
330,43,3.0,2046 (2004)
331,1,3.0,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
332,1,3.5,5x2 (2004)
333,1,5.0,Look at Me (Comme une image) (2004)
334,2,3.5,Toy Story (1995)
335,3,4.0,Toy Story (1995)
336,4,3.0,Toy Story (1995)
337,5,4.0,Toy Story (1995)
338,8,4.0,Toy Story (1995)
339,10,3.5,Toy Story (1995)
340,12,4.0,Toy Story (1995)
341,13,4.0,Toy Story (1995)
342,18,3.0,Toy Story (1995)
343,26,3.0,Toy Story (1995)
344,36,5.0,Toy Story (1995)
345,43,4.0,Toy Story (1995)
346,47,2.0,Toy Story (1995)
347,50,4.0,Toy Story (1995)
348,51,4.0,Toy Story (1995)
349,56,2.0,Toy Story (1995)
350,57,4.0,Toy Story (1995)
351,64,4.0,Toy Story (1995)
352,66,3.0,Toy Story (1995)
353,67,3.0,Toy Story (1995)
354,69,3.0,Toy Story (1995)
355,73,3.0,Toy Story (1995)
356,75,5.0,Toy Story (1995)
357,2,0.5,Mr. Holland's Opus (1995)
358,8,4.0,Mr. Holland's Opus (1995)
359,12,3.0,Mr. Holland's Opus (1995)
360,23,5.0,Mr. Holland's Opus (1995)
361,35,4.5,Mr. Holland's Opus (1995)
362,47,3.0,Mr. Holland's Opus (1995)
363,57,3.5,Mr. Holland's Opus (1995)
364,66,4.5,Mr. Holland's Opus (1995)
365,72,4.0,Mr. Holland's Opus (1995)
366,73,4.0,Mr. Holland's Opus (1995)
367,2,5.0,Braveheart (1995)
368,8,5.0,Braveheart (1995)
369,10,4.0,Braveheart (1995)
370,13,4.5,Braveheart (1995)
371,15,3.0,Braveheart (1995)
372,18,3.0,Braveheart (1995)
373,19,3.0,Braveheart (1995)
374,25,5.0,Braveheart (1995)
375,26,4.0,Braveheart (1995)
376,27,3.0,Braveheart (1995)
377,31,1.5,Braveheart (1995)
378,33,4.0,Braveheart (1995)
379,34,3.0,Braveheart (1995)
380,36,5.0,Braveheart (1995)
381,37,4.5,Braveheart (1995)
382,38,3.0,Braveheart (1995)
383,40,4.5,Braveheart (1995)
384,41,4.0,Braveheart (1995)
385,43,4.5,Braveheart (1995)
386,46,4.5,Braveheart (1995)
387,47,3.0,Braveheart (1995)
388,51,4.5,Braveheart (1995)
389,56,4.0,Braveheart (1995)
390,59,3.5,Braveheart (1995)
391,62,4.5,Braveheart (1995)
392,67,4.0,Braveheart (1995)
393,69,5.0,Braveheart (1995)
394,70,3.5,Braveheart (1995)
395,71,5.0,Braveheart (1995)
396,72,4.0,Braveheart (1995)
397,75,3.0,Braveheart (1995)
398,2,4.0,Apollo 13 (1995)
399,5,5.0,Apollo 13 (1995)
400,7,4.0,Apollo 13 (1995)
401,8,2.0,Apollo 13 (1995)
402,9,4.0,Apollo 13 (1995)
403,10,4.0,Apollo 13 (1995)
404,12,2.0,Apollo 13 (1995)
405,13,4.5,Apollo 13 (1995)
406,22,5.0,Apollo 13 (1995)
407,23,5.0,Apollo 13 (1995)
408,25,4.0,Apollo 13 (1995)
409,31,3.0,Apollo 13 (1995)
410,35,5.0,Apollo 13 (1995)
411,36,5.0,Apollo 13 (1995)
412,43,4.0,Apollo 13 (1995)
413,45,4.0,Apollo 13 (1995)
414,50,3.5,Apollo 13 (1995)
415,51,3.5,Apollo 13 (1995)
416,57,4.0,Apollo 13 (1995)
417,66,3.0,Apollo 13 (1995)
418,70,4.0,Apollo 13 (1995)
419,71,5.0,Apollo 13 (1995)
420,72,4.0,Apollo 13 (1995)
421,74,1.0,Apollo 13 (1995)
422,2,4.5,Rob Roy (1995)
423,25,5.0,Rob Roy (1995)
424,36,3.0,Rob Roy (1995)
425,72,4.0,Rob Roy (1995)
426,75,3.0,Rob Roy (1995)
427,2,4.0,French Kiss (1995)
428,12,3.5,French Kiss (1995)
429,23,3.0,French Kiss (1995)
430,25,3.0,French Kiss (1995)
431,54,4.5,French Kiss (1995)
432,72,3.0,French Kiss (1995)
433,75,2.5,French Kiss (1995)
434,2,5.0,Star Wars: Episode IV - A New Hope (1977)
435,3,4.0,Star Wars: Episode IV - A New Hope (1977)
436,4,3.5,Star Wars: Episode IV - A New Hope (1977)
437,5,5.0,Star Wars: Episode IV - A New Hope (1977)
438,6,5.0,Star Wars: Episode IV - A New Hope (1977)
439,8,3.0,Star Wars: Episode IV - A New Hope (1977)
440,9,4.0,Star Wars: Episode IV - A New Hope (1977)
441,10,5.0,Star Wars: Episode IV - A New Hope (1977)
442,12,5.0,Star Wars: Episode IV - A New Hope (1977)
443,13,4.5,Star Wars: Episode IV - A New Hope (1977)
444,18,3.0,Star Wars: Episode IV - A New Hope (1977)
445,19,3.5,Star Wars: Episode IV - A New Hope (1977)
446,20,5.0,Star Wars: Episode IV - A New Hope (1977)
447,21,4.0,Star Wars: Episode IV - A New Hope (1977)
448,23,5.0,Star Wars: Episode IV - A New Hope (1977)
449,25,3.0,Star Wars: Episode IV - A New Hope (1977)
450,26,3.0,Star Wars: Episode IV - A New Hope (1977)
451,27,2.0,Star Wars: Episode IV - A New Hope (1977)
452,28,5.0,Star Wars: Episode IV - A New Hope (1977)
453,31,1.0,Star Wars: Episode IV - A New Hope (1977)
454,36,5.0,Star Wars: Episode IV - A New Hope (1977)
455,38,4.5,Star Wars: Episode IV - A New Hope (1977)
456,39,3.5,Star Wars: Episode IV - A New Hope (1977)
457,40,5.0,Star Wars: Episode IV - A New Hope (1977)
458,41,4.0,Star Wars: Episode IV - A New Hope (1977)
459,43,4.5,Star Wars: Episode IV - A New Hope (1977)
460,44,4.5,Star Wars: Episode IV - A New Hope (1977)
461,47,4.0,Star Wars: Episode IV - A New Hope (1977)
462,51,3.5,Star Wars: Episode IV - A New Hope (1977)
463,56,4.0,Star Wars: Episode IV - A New Hope (1977)
464,57,4.0,Star Wars: Episode IV - A New Hope (1977)
465,59,4.0,Star Wars: Episode IV - A New Hope (1977)
466,61,5.0,Star Wars: Episode IV - A New Hope (1977)
467,64,5.0,Star Wars: Episode IV - A New Hope (1977)
468,67,4.0,Star Wars: Episode IV - A New Hope (1977)
469,68,4.0,Star Wars: Episode IV - A New Hope (1977)
470,69,5.0,Star Wars: Episode IV - A New Hope (1977)
471,70,4.0,Star Wars: Episode IV - A New Hope (1977)
472,71,5.0,Star Wars: Episode IV - A New Hope (1977)
473,72,5.0,Star Wars: Episode IV - A New Hope (1977)
474,73,5.0,Star Wars: Episode IV - A New Hope (1977)
475,75,4.0,Star Wars: Episode IV - A New Hope (1977)
476,2,0.5,Little Women (1994)
477,12,3.5,Little Women (1994)
478,23,3.0,Little Women (1994)
479,25,3.0,Little Women (1994)
480,72,4.0,Little Women (1994)
481,75,4.0,Little Women (1994)
482,2,1.0,Legends of the Fall (1994)
483,18,0.5,Legends of the Fall (1994)
484,23,3.0,Legends of the Fall (1994)
485,25,3.0,Legends of the Fall (1994)
486,47,3.0,Legends of the Fall (1994)
487,75,3.0,Legends of the Fall (1994)
488,2,5.0,"Shawshank Redemption, The (1994)"
489,3,4.0,"Shawshank Redemption, The (1994)"
490,6,5.0,"Shawshank Redemption, The (1994)"
491,8,1.0,"Shawshank Redemption, The (1994)"
492,10,4.5,"Shawshank Redemption, The (1994)"
493,12,4.5,"Shawshank Redemption, The (1994)"
494,13,4.5,"Shawshank Redemption, The (1994)"
495,16,5.0,"Shawshank Redemption, The (1994)"
496,19,4.0,"Shawshank Redemption, The (1994)"
497,20,5.0,"Shawshank Redemption, The (1994)"
498,21,5.0,"Shawshank Redemption, The (1994)"
499,22,4.0,"Shawshank Redemption, The (1994)"
500,23,5.0,"Shawshank Redemption, The (1994)"
501,24,4.5,"Shawshank Redemption, The (1994)"
502,25,5.0,"Shawshank Redemption, The (1994)"
503,26,4.5,"Shawshank Redemption, The (1994)"
504,31,4.0,"Shawshank Redemption, The (1994)"
505,32,5.0,"Shawshank Redemption, The (1994)"
506,33,5.0,"Shawshank Redemption, The (1994)"
507,38,4.5,"Shawshank Redemption, The (1994)"
508,39,4.0,"Shawshank Redemption, The (1994)"
509,40,5.0,"Shawshank Redemption, The (1994)"
510,43,5.0,"Shawshank Redemption, The (1994)"
511,47,5.0,"Shawshank Redemption, The (1994)"
512,55,2.5,"Shawshank Redemption, The (1994)"
513,57,4.5,"Shawshank Redemption, The (1994)"
514,59,4.0,"Shawshank Redemption, The (1994)"
515,61,5.0,"Shawshank Redemption, The (1994)"
516,64,5.0,"Shawshank Redemption, The (1994)"
517,65,1.0,"Shawshank Redemption, The (1994)"
518,66,5.0,"Shawshank Redemption, The (1994)"
519,70,3.5,"Shawshank Redemption, The (1994)"
520,71,5.0,"Shawshank Redemption, The (1994)"
521,72,5.0,"Shawshank Redemption, The (1994)"
522,74,3.0,"Shawshank Redemption, The (1994)"
523,75,5.0,"Shawshank Redemption, The (1994)"
524,2,5.0,Tommy Boy (1995)
525,5,4.0,Tommy Boy (1995)
526,8,5.0,Tommy Boy (1995)
527,48,5.0,Tommy Boy (1995)
528,66,4.0,Tommy Boy (1995)
529,2,4.5,Clear and Present Danger (1994)
530,15,5.0,Clear and Present Danger (1994)
531,18,4.0,Clear and Present Danger (1994)
532,22,5.0,Clear and Present Danger (1994)
533,23,3.0,Clear and Present Danger (1994)
534,25,3.0,Clear and Present Danger (1994)
535,31,2.0,Clear and Present Danger (1994)
536,32,5.0,Clear and Present Danger (1994)
537,36,3.0,Clear and Present Danger (1994)
538,41,4.0,Clear and Present Danger (1994)
539,43,3.5,Clear and Present Danger (1994)
540,47,3.0,Clear and Present Danger (1994)
541,59,3.5,Clear and Present Danger (1994)
542,70,2.5,Clear and Present Danger (1994)
543,72,4.0,Clear and Present Danger (1994)
544,74,1.0,Clear and Present Danger (1994)
545,75,3.0,Clear and Present Danger (1994)
546,2,4.5,Forrest Gump (1994)
547,3,4.0,Forrest Gump (1994)
548,5,4.0,Forrest Gump (1994)
549,8,5.0,Forrest Gump (1994)
550,9,5.0,Forrest Gump (1994)
551,10,4.5,Forrest Gump (1994)
552,12,4.0,Forrest Gump (1994)
553,13,5.0,Forrest Gump (1994)
554,15,5.0,Forrest Gump (1994)
555,18,3.0,Forrest Gump (1994)
556,19,4.0,Forrest Gump (1994)
557,20,5.0,Forrest Gump (1994)
558,23,5.0,Forrest Gump (1994)
559,25,2.0,Forrest Gump (1994)
